ident,type,name,elevation_ft,iso_region,municipality,gps_code,local_code,coordinates
WI55,small_airport,Broken Prop Airport,767.0,US-WI,Berlin,WI55,WI55,"-88.9834976196289, 43.98609924316406"
WI56,small_airport,C Jeidy Farms Airport,1010.0,US-WI,Bloomington,WI56,WI56,"-90.86070251464844, 42.88169860839844"
WI57,heliport,Chippewa Valley Hospital Heliport,852.0,US-WI,Durand,WI57,WI57,"-91.96269989013672, 44.62110137939453"
WI58,small_airport,Winfield Airport,770.0,US-WI,Bristol,WI58,WI58,"-88.02790069580078, 42.52220153808594"
WI59,heliport,Burnett General Hospital Heliport,950.0,US-WI,Grantsburg,WI59,WI59,"-92.68659973144531, 45.77439880371094"
WI60,small_airport,Deer Haven Ranch Airport,811.0,US-WI,Cecil,WI60,WI60,"-88.46320343017578, 44.832801818847656"
WI61,closed,Ashenfelter Aerodrome,860.0,US-WI,Grafton,,,"-87.994301, 43.3489"
WI62,small_airport,Sss Aerodrome,800.0,US-WI,Cedarburg,WI62,WI62,"-87.99810028076172, 43.269500732421875"
WI63,heliport,St Joseph's Memorial Hospital Heliport,960.0,US-WI,Hillsboro,WI63,WI63,"-90.345703125, 43.64860153198242"
WI64,heliport,Iola Emergency Heliport,995.0,US-WI,Iola,WI64,WI64,"-89.13619995117188, 44.506900787353516"
WI65,small_airport,Dane Airport,1035.0,US-WI,Dane,WI65,WI65,"-89.46820068359375, 43.222198486328125"
WI66,closed,Smilin' Sam's Airport,980.0,US-WI,Delavan,,,"-88.658203, 42.5872"
WI67,small_airport,Bennet Field,935.0,US-WI,Ripon,WI67,WI67,"-88.9007034302, 43.8765983582"
WI68,heliport,Brinsmere Heliport,890.0,US-WI,Juneau,WI68,WI68,"-88.64089965820312, 43.39550018310547"
WI69,small_airport,Air Troy Estates - Restricted Airport,820.0,US-WI,East Troy,WI69,WI69,"-88.33339691159999, 42.7999992371"
WI70,small_airport,Swan Airport,930.0,US-WI,Elkhorn,WI70,WI70,"-88.63760375976562, 42.707000732421875"
WI71,closed,Weedhopper Meadow Airport,1030.0,US-WI,Elkhorn,,,"-88.602678, 42.687543"
WI72,closed,Martin Fierro Airport,1000.0,US-WI,Ellenboro,,,"-90.5718, 42.799999"
WI73,small_airport,Happy Jacks Air Strip,800.0,US-WI,Eureka,WI73,WI73,"-88.8333969116211, 44"
WI74,closed,Pfaffenroth Private Airport,872.0,US-WI,Fisk,,,"-88.667603, 43.924999"
WI75,small_airport,Bogus Creek Airport,950.0,US-WI,Stockholm,WI75,WI75,"-92.2031021118164, 44.4989013671875"
WI76,small_airport,J Rock Airport,836.0,US-WI,Fort Atkinson,WI76,WI76,"-88.7759017944336, 42.94860076904297"
WI77,small_airport,Willow Creek Airport,860.0,US-WI,Germantown,WI77,WI77,"-88.160400390625, 43.207000732421875"
WI78,small_airport,Martins Aerodrome,808.0,US-WI,Green Bay,WI78,WI78,"-87.93499755859375, 44.42580032348633"
WI79,small_airport,Town Line Airport,1270.0,US-WI,Greenwood,WI79,WI79,"-90.55650329589844, 44.852699279785156"
WI80,heliport,Kaukauna Community Hospital Heliport,705.0,US-WI,Kaukauna,WI80,WI80,"-88.2697982788086, 44.26919937133789"
WI81,small_airport,Rigdon Private Airport,880.0,US-WI,Hazel Green,WI81,WI81,"-90.59100341796875, 42.524200439453125"
WI82,heliport,Kenosha Hospital and Medical Center Heliport,610.0,US-WI,Kenosha,WI82,WI82,"-87.81950378417969, 42.5786018371582"
WI83,heliport,St Mary's Kewaunee Area Memorial Hospital Heliport,700.0,US-WI,Kewaunee,WI83,WI83,"-87.51090240478516, 44.45000076293945"
WI84,small_airport,Johnstown Center Airport,925.0,US-WI,Janesville,WI84,WI84,"-88.84040069580078, 42.688899993896484"
WI85,heliport,Omniflight Helicopters Heliport,808.0,US-WI,Janesville,WI85,WI85,"-89.02790069580078, 42.619998931884766"
WI86,small_airport,Ori Airport,800.0,US-WI,Kansasville,WI86,WI86,"-88.135902, 42.6609"
WI87,small_airport,Pine River Airport,1370.0,US-WI,Merrill,WI87,WI87,"-89.52439880370001, 45.203300476100004"
WI88,closed,Mount Fuji Airport,1000.0,US-WI,Lake Geneva,,,"-88.450104, 42.625"
WI89,small_airport,Lake Geneva Aire Estates Airport,880.0,US-WI,Lake Geneva,WI89,WI89,"-88.36730194091797, 42.572200775146484"
WI90,closed,Speedwing Field,970.0,US-WI,Babcock,,,"-90.043701, 44.296101"
WI91,small_airport,Larson Airport,800.0,US-WI,Larsen,WI91,WI91,"-88.63960266113281, 44.20280075073242"
WI92,small_airport,Wag-Aero Airport,905.0,US-WI,Lyons,WI92,WI92,"-88.36119842529297, 42.66109848022461"
WI93,heliport,Meriter/Park Heliport,891.0,US-WI,Madison,WI93,WI93,"-89.40180206298828, 43.06560134887695"
WI94,heliport,Army Guard Heliport,862.0,US-WI,Madison,WI94,WI94,"-89.34100341796875, 43.12670135498047"
WI95,small_airport,Binzel Airport,705.0,US-WI,Bristol,WI95,WI95,"-88.01405, 42.577797"
WI96,heliport,Holy Family Memorial Medical Center Heliport,615.0,US-WI,Manitowoc,WI96,WI96,"-87.67510223388672, 44.09489822387695"
WI97,small_airport,Mathaire Field,960.0,US-WI,Marshall,WI97,WI97,"-89.0647964477539, 43.2578010559082"
WI98,small_airport,Blackburn Airport,888.0,US-WI,Cooksville,WI98,WI98,"-89.19730377197266, 42.858299255371094"
WI99,small_airport,Meier Airport,880.0,US-WI,Milton,WI99,WI99,"-88.99710083007812, 42.8135986328125"
WJBK,closed,Berkley Municipal Heliport,12.0,US-CA,Oakland,WJBK,JBK,"-122.3065, 37.8666"
WN00,small_airport,Kimshan Ranch Airport,80.0,US-WA,Quilcene,WN00,WN00,"-122.86000061035156, 47.8400993347168"
WN01,heliport,Seattle Private Number One Heliport,120.0,US-WA,Seattle,WN01,WN01,"-122.34200286865234, 47.621498107910156"
WN02,heliport,Mile Bluff Medical Center Heliport,920.0,US-WI,Mauston,WN02,WN02,"-90.07579803466797, 43.78229904174805"
WN03,small_airport,Van Der Vaart Airport,622.0,US-WI,Sheboygan,WN03,WN03,"-87.72560119628906, 43.6786003112793"
WN04,closed,Erickson Ranch Airport,2924.0,US-WA,Colville,WN04,WN04,"-118.098999023, 48.3923988342"
WN05,small_airport,Harris Airport,385.0,US-WA,Toledo,WN05,WN05,"-122.79199981689453, 46.514801025390625"
WN06,heliport,Walla Walla General Hospital Heliport,958.0,US-WA,Walla Walla,WN06,WN06,"-118.33100128173828, 46.055999755859375"
WN07,small_airport,Decatur Shores Airport,38.0,US-WA,Decatur,WN07,WN07,"-122.814002991, 48.499801635699995"
WN08,small_airport,Kendall Airstrip,548.0,US-WA,Kendall,WN08,WN08,"-122.11299896240234, 48.914798736572266"
WN09,small_airport,Bucky's Airpark,1145.0,US-WI,Plainfield,WN09,WN09,"-89.508102417, 44.1643981934"
WN10,small_airport,Mount St Helen's Aero Ranch Airport,450.0,US-WA,Cougar,WN10,WN10,"-122.37999725341797, 45.99340057373047"
WN11,small_airport,Red Roof Airport,963.0,US-WI,Beecher,WN11,WN11,"-88.00370025634766, 45.58580017089844"
WN12,heliport,Fishtrap Heliport,100.0,US-WA,Olympia,WN12,WN12,"-122.87000274658203, 47.14929962158203"
WN13,small_airport,Vaughan Ranch Airfield,240.0,US-WA,Port Orchard,WN13,WN13,"-122.56900024414062, 47.46369934082031"
WN14,small_airport,Pete's Airport,2160.0,US-WA,Deer Park,WN14,WN14,"-117.4469985961914, 47.84159851074219"
WN15,small_airport,Burnett Landing Airport,800.0,US-WA,Wilkeson,WN15,WN15,"-122.05599975585938, 47.12969970703125"
WN16,heliport,Komo Tv Heliport,363.0,US-WA,Seattle,WN16,WN16,"-122.34500122070312, 47.621700286865234"
WN17,small_airport,Hoverhawk Ranch Airport,2450.0,US-WA,Wenatchee,WN17,WN17,"-120.31600189208984, 47.33980178833008"
WN18,small_airport,Becker's Landing Airport,155.0,US-WA,Anacortes,WN18,WN18,"-122.53900146484375, 48.4567985534668"
WN19,seaplane_base,Gig Harbor Seaplane Base,,US-WA,Gig Harbor,WN19,WN19,"-122.58999633789062, 47.33980178833008"
WN2,seaplane_base,Silver Lake Seaplane Base,1248.0,US-WI,Cumberland,WN2,WN2,"-91.925833, 45.584444"
WN20,small_airport,Van De Plasch Airport,60.0,US-WA,Monroe,WN20,WN20,"-121.9229965209961, 47.87229919433594"
WN21,small_airport,Lawson Airpark,650.0,US-WA,Port Angeles,WN21,WN21,"-123.39800262451172, 48.08150100708008"
WN22,heliport,Lake Union Heliport,52.0,US-WA,Seattle,WN22,WN22,"-122.322998046875, 47.65230178833008"
WN23,small_airport,Grand View International Airport,150.0,US-WA,Sequim,WN23,WN23,"-123.18000030517578, 48.10179901123047"
WN24,small_airport,Cougar Flat Airstrip,180.0,US-WA,Castle Rock,WN24,WN24,"-122.94999694824219, 46.292598724365234"
WN25,heliport,Mayo Clinic Health System-Red Cedar Heliport,880.0,US-WI,Menomonie,WN25,WN25,"-91.900894, 44.883805"
WN26,small_airport,Schoepflin Airport,2607.0,US-WA,Palouse,WN26,WN26,"-117.0770034790039, 46.8849983215332"
WN27,small_airport,Redoft Airport,815.0,US-WI,Collins,WN27,WN27,"-87.97570037841797, 44.079200744628906"
WN28,small_airport,Sunny Slope Runway Airport,730.0,US-WI,Egg Harbor,WN28,WN28,"-87.30950164794922, 44.9827995300293"
WN29,small_airport,Blue Ribbon Airport,100.0,US-WA,Sequim,WN29,WN29,"-123.20700073242188, 48.130401611328125"
WN30,small_airport,Clinesmith Ranch Airport,1600.0,US-WA,Benge,WN30,WN30,"-118.09200286865234, 46.919898986816406"
WN31,small_airport,Slinkard Airfield,890.0,US-WA,Mesa,WN31,WN31,"-119.06300354003906, 46.60319900512695"
WN32,heliport,Newport Community Hospital Heliport,2150.0,US-WA,Newport,WN32,WN32,"-117.04900360107422, 48.18190002441406"
WN33,small_airport,Columbia Ag 2 Airport,715.0,US-WA,Pasco,WN33,WN33,"-118.987998962, 46.380401611299995"
WN34,small_airport,Ethel International Airport,580.0,US-WA,Ethel,WN34,WN34,"-122.68399810791016, 46.53089904785156"
WN35,small_airport,Meadow Mist Airport,55.0,US-WA,Ferndale,WN35,WN35,"-122.56500244140625, 48.90869903564453"
WN36,small_airport,Kari Field,224.0,US-WA,Olympia,WN36,WN36,"-122.82099914550781, 46.96900177001953"
WN37,heliport,McLaughlin Heliport,200.0,US-WA,Port Angeles,WN37,WN37,"-123.323996, 48.1106"
WN38,heliport,Ross Complex Heliport,256.0,US-WA,Vancouver,WN38,WN38,"-122.64399719238281, 45.6682014465332"
WN39,small_airport,Knutson Field,875.0,US-WI,Wyoceena,WN39,WN39,"-89.32009887695312, 43.48189926147461"
WN40,small_airport,Coupeville Airpark,200.0,US-WA,Coupeville,WN40,WN40,"-122.64299774169922, 48.190399169921875"
WN41,small_airport,Redfern Aerodrome,2050.0,US-WA,Sprague,WN41,WN41,"-117.96199798583984, 47.30440139770508"
WN42,small_airport,Flying H Ranch Airport,587.0,US-WA,Buckley,WN42,WN42,"-122.12000274658203, 47.183799743652344"
WN43,heliport,Lower Granite Dam Heliport,652.0,US-WA,Colfax,WN43,WN43,"-117.43800354003906, 46.66130065917969"
WN44,small_airport,Podeweltz Airport,1470.0,US-WI,Merrill,WN44,WN44,"-89.56900024414062, 45.23939895629883"
WN45,small_airport,Take Five Airport,1543.0,US-WA,Yakima,WN45,WN45,"-120.4440002, 46.77930069"
WN46,small_airport,Battle Creek Airport,865.0,US-WI,Oconomowoc,WN46,WN46,"-88.50869750976562, 43.067501068115234"
WN47,small_airport,Bear Valley Skyranch Airport,344.0,US-WA,Mc Cleary,WN47,WN47,"-123.2699966430664, 47.08169937133789"
WN48,small_airport,Kimbrel Farm Airport,139.0,US-WA,Oakville,WN48,WN48,"-123.30999755859375, 46.790401458740234"
WN49,small_airport,Blue Heron Field,20.0,US-WA,Sequim,WN49,WN49,"-123.087997, 48.121799"
WN50,heliport,St Joseph Hospital Heliport,467.0,US-WA,Tacoma,WN50,WN50,"-122.4469985961914, 47.244300842285156"
WN51,small_airport,Bayview Farms Airport,6.0,US-WA,Burlington,WN51,WN51,"-122.46499633789062, 48.52090072631836"
WN52,heliport,Cougar Heliport,500.0,US-WA,Cougar,WN52,WN52,"-122.3010025024414, 46.050899505615234"
WN53,small_airport,Frontier Airpark,480.0,US-WA,Lake Stevens,WN53,WN53,"-122.06199645996094, 48.11040115356445"
WN54,small_airport,Ellerport Airport,2146.0,US-WA,Newman Lake,WN54,WN54,"-117.07099914550781, 47.734901428222656"
WN55,small_airport,Randle-Kiona Airpark,934.0,US-WA,Randle,WN55,WN55,"-122.00599670410156, 46.51150131225586"
WN56,heliport,Columbia Basin Hospital Heliport,1300.0,US-WA,Ephrata,WN56,WN56,"-119.5479965209961, 47.314300537109375"
WN57,heliport,Bade Rotor and Wing Svc. Heliport,160.0,US-WA,Little Rock,WN57,WN57,"-123.01000213623047, 46.924800872802734"
WN58,heliport,Capitol Medical Center Heliport,200.0,US-WA,Olympia,WN58,WN58,"-122.95099639892578, 47.043399810791016"
WN59,small_airport,Nelsons Nitch Airport,520.0,US-WA,Onalaska,WN59,WN59,"-122.7180023, 46.53760147"
WN60,small_airport,Swanton Ultralightport,110.0,US-WA,Sequim,WN60,WN60,"-123.18800354003906, 48.14059829711914"
WN61,small_airport,Tai's Landing Airport,2450.0,US-WA,Spokane,WN61,WN61,"-117.27999877929688, 47.72520065307617"
WN62,heliport,Auburn Fire Department Heliport,57.0,US-WA,Auburn,WN62,WN62,"-122.21900177001953, 47.31869888305664"
WN63,small_airport,Bristol Airport,735.0,US-WI,Bristol,WN63,WN63,"-88.00399780273438, 42.53670120239258"
WN64,small_airport,J K D Farms Airport,1575.0,US-WA,Ellensburg,WN64,WN64,"-120.46199798583984, 46.974300384521484"
WN65,small_airport,My Airport,80.0,US-WA,Elma,WN65,WN65,"-123.47699737548828, 46.972599029541016"
WN66,seaplane_base,Cranberry International Seaplane Base,1605.0,US-WI,Eagle River,WN66,WN66,"-89.45120239257812, 45.85129928588867"
WN67,heliport,Southwest Washington Medical Center Heliport,296.0,US-WA,Vancouver,WN67,WN67,"-122.58000183105469, 45.62300109863281"
WN68,heliport,Aurora Memorial Hospital of Burlington Heliport,804.0,US-WI,Burlington,WN68,WN68,"-88.28150177, 42.673599243199995"
WN69,heliport,Leach Farms Heliport,780.0,US-WI,Burlington,WN69,WN69,"-88.18679809570312, 42.64889907836914"
WN70,heliport,Northwest Helicopters Heliport,206.0,US-WA,Tumwater,WN70,WN70,"-122.9000015258789, 46.97480010986328"
WN71,heliport,Evans Heliport,200.0,US-WA,Bellevue,WN71,WN71,"-122.1760025024414, 47.630401611328125"
WN72,small_airport,Kinch Farms Airport,1650.0,US-WA,Washtucna,WN72,WN72,"-118.32499694824219, 46.864898681640625"
WN73,heliport,St Joseph Hospital Main Campus Heliport,157.0,US-WA,Bellingham,WN73,WN73,"-122.4739990234375, 48.77479934692383"
WN74,small_airport,Burnt Ridge Airstrip,1070.0,US-WA,Onalaska,WN74,WN74,"-122.6259994506836, 46.58539962768555"
WN75,small_airport,Erin Aero Airport,1000.0,US-WI,Hartford,WN75,WN75,"-88.37229919433594, 43.24470138549805"
WN76,small_airport,Bergseth Field,1100.0,US-WA,Enumclaw,WN76,WN76,"-121.92500305175781, 47.24359893798828"
WN77,heliport,Wnp-2 Plant Support Facility Heliport,460.0,US-WA,Richland,WN77,WN77,"-119.34100341796875, 46.464298248291016"
WN79,heliport,Haley Heliport,40.0,US-WA,Winslow,WN79,WN79,"-122.52400207519531, 47.70790100097656"
WN80,small_airport,Walters Arv Ultralightport,475.0,US-WA,Kelso,WN80,WN80,"-122.86499786376953, 46.097900390625"
WN81,heliport,Ice Harbor Dam Heliport,445.0,US-WA,Pasco,WN81,WN81,"-118.87899780273438, 46.251800537109375"
WN82,heliport,Ferry County Memorial Hospital Heliport,3500.0,US-WA,Republic,WN82,WN82,"-118.7300033569336, 48.6526985168457"
WN83,heliport,Telephone Utilities/TIW Heliport,276.0,US-WA,Gig Harbor,WN83,WN83,"-122.601997, 47.3312"
WN84,heliport,Lower Monumental Dam Heliport,465.0,US-WA,Kahlotus,WN84,WN84,"-118.53700256347656, 46.569000244140625"
WN85,small_airport,Morrisonville International Airport,960.0,US-WI,Morrisonville,WN85,WN85,"-89.35040283203125, 43.27470016479492"
WN86,small_airport,St Croix Valley Airport,1085.0,US-WI,Osceola,WN86,WN86,"-92.62159729003906, 45.26390075683594"
WN87,small_airport,Bryan Airport,630.0,US-WA,Enumclaw,WN87,WN87,"-122.09300231933594, 47.20859909057617"
WN88,small_airport,Martin Airport,10.0,US-WA,Ocean Park,WN88,WN88,"-124.03199768066406, 46.5192985534668"
WN89,closed,Lee's Airport,1890.0,US-WA,Chattaroy,,,"-117.344002, 47.887699"
WN90,small_airport,Taylorport Airport,1250.0,US-WI,Bruce,WN90,WN90,"-91.29180145263672, 45.375"
WN91,heliport,Evans Heliport,200.0,US-WA,Redmond,WN91,WN91,"-122.0739974975586, 47.67430114746094"
WN92,small_airport,Sky Meadows Airpark,2350.0,US-WA,Spokane,WN92,WN92,"-117.18099975585938, 47.60850143432617"
WN93,heliport,Park 90 Heliport,70.0,US-WA,Seattle,WN93,WN93,"-122.32599639892578, 47.58449935913086"
WN94,heliport,East Adams Rural Hospital Heliport,1780.0,US-WA,Ritzville,WN94,WN94,"-118.37200164794922, 47.121498107910156"
WN95,small_airport,Brown Boy Airport,1125.0,US-WA,Vantage,WN95,WN95,"-119.89099884033203, 46.8848991394043"
WN96,heliport,Misty Isle Farms Heliport,351.0,US-WA,Vashon Island,WN96,WN96,"-122.37100219726562, 47.412899017333984"
WN97,heliport,St Catherine's Hospital Heliport,728.0,US-WI,Pleasant Prairie,WN97,WN97,"-87.92359924316406, 42.5635986328125"
WN98,small_airport,Florida North Airport,1272.0,US-WI,Birchwood,WN98,WN98,"-91.52249908447266, 45.659400939941406"
WN99,small_airport,Hayes Road Airport,900.0,US-WI,Durand,WN99,WN99,"-91.80860137939453, 44.65719985961914"
WS01,seaplane_base,Archie's Seaplane Base,768.0,US-WI,Janesville,WS01,WS01,"-89.0708999633789, 42.73749923706055"
WS02,small_airport,Polish Paradise Airport,1030.0,US-WI,Oxford,WS02,WS02,"-89.71600341796875, 43.74250030517578"
WS03,heliport,St Mary's Hospital of Milwaukee Heliport,670.0,US-WI,Milwaukee,WS03,WS03,"-87.87920379638672, 43.06169891357422"
WS04,small_airport,Zanadu Airport,950.0,US-WI,Arkdale,WS04,WS04,"-89.86509704589844, 44.032501220703125"
WS05,closed,Lonely Pines Airport,1365.0,US-WI,Kennan,,,"-90.625098, 45.4772"
WS06,small_airport,Springstead Airport,1600.0,US-WI,Park Falls,WS06,WS06,"-90.16349792480469, 45.987701416015625"
WS07,heliport,J.B. Heliport,900.0,US-WI,Wisconsin Dells,WS07,WS07,"-89.78510284423828, 43.627201080322266"
WS08,closed,Five Corners Airways Airport,815.0,US-WI,Appleton,,,"-88.376999, 44.417999"
WS09,small_airport,Rox Airport,1017.0,US-WI,Coloma,WS09,WS09,"-89.5248031616211, 44.013301849365234"
WS10,small_airport,Casey Lake Airport,850.0,US-WI,Waupaca,WS10,WS10,"-89.01589965820312, 44.40800094604492"
WS11,small_airport,Frievalt Airport,830.0,US-WI,Pound,WS11,WS11,"-88.1333999633789, 45.10029983520508"
WS12,small_airport,Elert Airport,972.0,US-WI,De Forest,WS12,WS12,"-89.32319641113281, 43.264400482177734"
WS13,small_airport,Cloud Dancer Private Airport,1050.0,US-WI,Chetek,WS13,WS13,"-91.5896987915039, 45.3119010925293"
WS14,small_airport,Lake Ell Field,1113.0,US-WI,Amherst,WS14,WS14,"-89.35870361328125, 44.4640998840332"
WS15,small_airport,Mill House Field,820.0,US-WI,Wyocena,WS15,WS15,"-89.2654037475586, 43.495201110839844"
WS16,small_airport,Scherrico Meadows Airport,1345.0,US-WI,Mosinee,WS16,WS16,"-89.80149841308594, 44.847198486328125"
WS17,small_airport,Pioneer Airport,826.0,US-WI,Oshkosh,WS17,WS17,"-88.576083, 43.985045"
WS18,heliport,Aurora Sheboygan Memorial Medical Center Heliport,749.0,US-WI,Sheboygan,WS18,WS18,"-87.71029663085938, 43.77190017700195"
WS19,small_airport,Petit Cache Airport,760.0,US-WI,Bayfield,WS19,WS19,"-90.8207015991211, 46.89350128173828"
WS20,small_airport,Young Tactical Landing Site Airport,912.0,US-WI,Fort Mc Coy,WS20,WS20,"-90.66259766, 43.95299912"
WS21,heliport,Community Memorial Hospital Heliport,918.0,US-WI,Menomonee Falls,WS21,WS21,"-88.1395034790039, 43.16389846801758"
WS22,small_airport,Wolfgram Airport,775.0,US-WI,New London,WS22,WS22,"-88.68949890136719, 44.39469909667969"
WS23,small_airport,R & S Landing Strip,1309.0,US-WI,Merrill,WS23,WS23,"-89.7472000122, 45.2160987854"
WS24,seaplane_base,Round Lake Seaplane Base,1346.0,US-WI,Hayward,WS24,WS24,"-91.3104019165039, 46.006900787353516"
WS25,small_airport,Shangrila Airport,835.0,US-WI,Beecher,WS25,WS25,"-87.84539794921875, 45.581600189208984"
WS26,small_airport,Ranch Side Airport,710.0,US-WI,Kewaunee,WS26,WS26,"-87.60700225830078, 44.35919952392578"
WS27,heliport,Uw Hospital & Clinics Heliport,901.0,US-WI,Madison,WS27,WS27,"-89.43289947509766, 43.075801849365234"
WS28,small_airport,Coleman Airport,800.0,US-WI,Portage,WS28,WS28,"-89.38980102539062, 43.5536003112793"
WS29,small_airport,Tachick Field,850.0,US-WI,Pound,WS29,WS29,"-88.14340209960938, 45.12030029296875"
WS30,small_airport,Hexum Flight Park Ultralightport,930.0,US-WI,Star Prairie,WS30,WS30,"-92.54830169677734, 45.1890983581543"
WS31,small_airport,Otto-Gibbons Airport,850.0,US-WI,Wayside,WS31,WS31,"-87.94450378417969, 44.277801513671875"
WS32,small_airport,Prescott Field,875.0,US-WI,Wyocena,WS32,WS32,"-89.2947998046875, 43.48360061645508"
WS33,small_airport,Storytown Airfield,1000.0,US-WI,Oregon,WS33,WS33,"-89.45099639892578, 42.90919876098633"
WS34,heliport,Fort Atkinson Memorial Hospital Heliport,800.0,US-WI,Fort Atkinson,WS34,WS34,"-88.82820129394531, 42.931400299072266"
WS35,heliport,Theda Clark Regional Medical Center Heliport,751.0,US-WI,Neenah,WS35,WS35,"-88.45320129, 44.18780136"
WS36,small_airport,Swan Field,1140.0,US-WI,Almond,WS36,WS36,"-89.43710327148438, 44.271400451660156"
WS37,heliport,Memorial Community Hospital Heliport,844.0,US-WI,Edgerton,WS37,WS37,"-89.07080078125, 42.84000015258789"
WS38,heliport,Luther Hospital Heliport,796.0,US-WI,Eau Claire,WS38,WS38,"-91.51270294189453, 44.8119010925293"
WS39,small_airport,Pinewood Air Park,1560.0,US-WI,Goodnow,WS39,WS39,"-89.66239929199219, 45.69940185546875"
WS40,heliport,Mercy Hospital Heliport,840.0,US-WI,Janesville,WS40,WS40,"-89.03260040283203, 42.68830108642578"
WS41,small_airport,Rusmar Farms Airport,1050.0,US-WI,Roberts,WS41,WS41,"-92.55130004882812, 45.01219940185547"
